_id,zipCode,buildingType,buildingSubtype,clientId,clientTypeId,dateOriginal,bathrooms,balcony,air_conditioner,heater,heating,swimming_pool,parking,conservationState,floor,terrace,elevator,rooms,surface,isHighlighted,isPackPremiumPriority,isNewConstruction,hasOpenHouse,isOpportunity,minPrice,otherFeaturesCount,price,periodicityId,history,lastAccess
1083,28004,Flat,Study,id-216,3,2022-04-04,1,,1,1,,,,2,11,,1,,41,False,False,False,False,True,0,12,800,3,"[{'date': '2022-04-04', 'price': 800}]",2022-04-11 08:06:34.969000
1084,28026,Flat,Flat,id-217,3,2022-04-04,1,,,,,,,,,,,3,66,False,False,False,False,False,0,2,840,3,"[{'date': '2022-04-04', 'price': 840}]",2022-04-11 08:06:35.022000
1085,28017,Flat,Study,id-218,3,2022-04-04,1,,,1,,,,,,,,,35,False,False,False,False,True,0,4,600,3,"[{'date': '2022-04-04', 'price': 600}]",2022-04-04 18:37:48.695000
1086,28004,Flat,Duplex,id-107,3,2022-04-04,1,1,,1,,,,1,,,,1,60,False,False,False,False,False,0,5,1200,3,"[{'date': '2022-04-04', 'price': 1200}]",2022-04-11 08:06:35.127000
1087,28045,Flat,Flat,id-4,3,2022-04-04,1,,,,,,,2,8,,1,1,69,False,False,False,False,False,0,2,995,3,"[{'date': '2022-04-04', 'price': 995}]",2022-04-11 07:57:36.463000
1088,28028,Flat,Study,id-4,3,2022-04-04,1,,,,,,,2,8,,1,,54,False,False,False,False,False,0,3,850,3,"[{'date': '2022-04-04', 'price': 855}, {'date': '2022-04-06', 'price': 850}]",2022-04-11 07:57:10.163000
1089,28022,Flat,Flat,id-4,3,2022-04-04,1,,,,,,,2,9,,1,1,42,False,False,False,False,False,0,3,855,3,"[{'date': '2022-04-04', 'price': 855}]",2022-04-11 07:57:36.568000
1090,28041,Flat,Flat,id-219,3,2022-04-04,1,,,,,,,,,,,3,61,False,False,False,False,False,0,1,795,3,"[{'date': '2022-04-04', 'price': 795}]",2022-04-10 08:41:19.747000
1091,28035,Flat,Flat,id-220,1,2022-04-04,1,,,1,,1,,2,,1,,3,84,False,False,False,False,False,0,14,1000,3,"[{'date': '2022-04-04', 'price': 1000}]",2022-04-11 08:03:39.678000
1092,28051,Flat,Flat,id-5,3,2022-04-04,1,,,,,,,2,7,,1,1,46,False,False,False,False,False,0,2,710,3,"[{'date': '2022-04-04', 'price': 710}]",2022-04-11 07:54:59.463000
1093,28046,Flat,Flat,id-221,3,2022-04-04,2,,,,,,,,,,1,2,60,False,False,False,False,True,0,0,1500,3,"[{'date': '2022-04-04', 'price': 1500}]",2022-04-11 07:55:51.719000
1094,28015,Flat,Flat,id-171,3,2022-04-04,1,1,,1,,,,,8,,,1,55,True,False,False,False,False,0,15,850,3,"[{'date': '2022-04-04', 'price': 850}]",2022-04-11 08:01:53.094000
1095,28002,Flat,Flat,id-171,3,2022-04-04,1,,,1,,,,,8,,1,1,50,True,False,False,False,False,0,9,950,3,"[{'date': '2022-04-04', 'price': 950}]",2022-04-11 08:03:39.778000
1096,28012,Flat,Flat,id-171,3,2022-04-04,1,,1,1,,,,,9,,1,1,46,True,False,False,False,False,0,9,890,3,"[{'date': '2022-04-04', 'price': 890}]",2022-04-11 07:59:37.525000
1097,28004,Flat,Flat,id-171,3,2022-04-04,1,1,,1,,,,1,7,,1,1,62,True,False,False,False,False,0,16,1400,3,"[{'date': '2022-04-04', 'price': 1400}]",2022-04-11 07:59:37.473000
1098,28013,Flat,Flat,id-171,3,2022-04-04,2,1,1,1,,,,,7,,,2,135,True,False,False,False,False,0,13,2000,3,"[{'date': '2022-04-04', 'price': 2000}]",2022-04-11 08:01:53.147000
1099,28007,Flat,Flat,id-171,3,2022-04-04,2,,1,1,,,,,10,,1,2,95,True,False,False,False,False,0,15,1350,3,"[{'date': '2022-04-04', 'price': 1350}]",2022-04-11 08:03:39.828000
1100,28041,Flat,Flat,id-171,3,2022-04-04,1,,,1,,,,,6,1,1,1,60,False,False,False,False,False,0,10,825,3,"[{'date': '2022-04-04', 'price': 825}]",2022-04-07 12:11:36.211000
1101,28004,Flat,Apartment,id-171,3,2022-04-04,1,,1,1,,,,3,9,,1,2,70,True,False,False,False,False,0,10,1300,3,"[{'date': '2022-04-04', 'price': 1300}]",2022-04-05 07:41:26.083000
1102,28046,Flat,Flat,id-219,3,2022-04-04,1,,,,,,,,,,,2,68,False,False,False,False,True,0,0,890,3,"[{'date': '2022-04-04', 'price': 890}]",2022-04-11 07:50:25.443000
1103,28038,Flat,Flat,id-188,3,2022-04-04,1,,1,1,,,,,,,,2,50,False,False,False,False,False,0,2,580,3,"[{'date': '2022-04-04', 'price': 580}]",2022-04-04 18:38:00.834000
1104,28045,Flat,Flat,id-12,3,2022-04-04,2,,1,1,,1,1,,9,1,1,2,100,False,False,False,False,False,0,8,1100,3,"[{'date': '2022-04-04', 'price': 1100}]",2022-04-11 07:57:09.948000
1105,28020,Flat,Flat,id-11,3,2022-04-04,3,,1,1,,,,3,7,,1,2,175,False,False,False,False,False,0,8,2300,3,"[{'date': '2022-04-04', 'price': 2300}]",2022-04-11 07:56:16.866000
1106,28028,Flat,Loft,id-11,3,2022-04-04,1,,1,1,,,,3,,,1,1,42,False,False,False,False,False,0,4,900,3,"[{'date': '2022-04-04', 'price': 900}]",2022-04-11 07:57:10.379000
1107,28001,Flat,Flat,id-11,3,2022-04-04,4,,1,1,,,,3,11,,1,5,471,False,False,False,False,False,0,8,7500,3,"[{'date': '2022-04-04', 'price': 7500}]",2022-04-11 07:56:55.814000
1108,28028,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,1,7,,1,1,44,False,False,False,False,False,0,7,1100,3,"[{'date': '2022-04-04', 'price': 1100}]",2022-04-06 10:01:31.892000
1109,28004,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,3,6,,1,2,121,False,False,False,False,False,0,6,2500,3,"[{'date': '2022-04-04', 'price': 2500}]",2022-04-11 07:57:25.689000
1110,28046,Flat,Flat,id-11,3,2022-04-04,5,,1,,1,,,3,13,,1,4,370,False,False,False,False,False,0,7,4200,3,"[{'date': '2022-04-04', 'price': 4200}]",2022-04-11 07:57:09.254000
1111,28043,Flat,Study,id-4,3,2022-04-04,1,,1,,,,,,8,,1,,35,False,False,False,False,False,0,2,805,3,"[{'date': '2022-04-04', 'price': 805}]",2022-04-11 07:57:36.302000
1112,28043,Flat,Flat,id-4,3,2022-04-04,2,1,1,,,,,,8,,1,2,92,False,False,False,False,False,0,4,1295,3,"[{'date': '2022-04-04', 'price': 1295}]",2022-04-11 07:57:10.001000
1113,28045,Flat,Flat,id-5,3,2022-04-04,2,,,,,,,,7,,1,2,72,False,False,False,False,False,0,4,1130,3,"[{'date': '2022-04-04', 'price': 1130}]",2022-04-08 01:03:38.594000
1114,28039,Flat,Flat,id-11,3,2022-04-04,2,1,1,1,,,,2,7,,1,2,115,False,False,False,False,False,0,4,1200,3,"[{'date': '2022-04-04', 'price': 1200}]",2022-04-11 07:57:25.425000
1115,28009,Flat,Flat,id-12,3,2022-04-04,1,,,1,,,,,10,,1,2,71,False,False,False,False,False,0,3,1060,3,"[{'date': '2022-04-04', 'price': 1060}]",2022-04-11 07:57:36.196000
1116,28053,Flat,Flat,id-12,3,2022-04-04,2,,1,1,,,,,9,1,1,3,134,False,False,False,False,False,0,3,870,3,"[{'date': '2022-04-04', 'price': 870}]",2022-04-11 07:57:36.618000
1117,28037,Flat,Flat,id-4,3,2022-04-04,2,,,,,,,,7,,1,2,114,False,False,False,False,False,0,4,1170,3,"[{'date': '2022-04-04', 'price': 1170}]",2022-04-11 07:57:35.825000
1118,28041,Flat,Flat,id-222,3,2022-04-04,,,,1,,1,,,9,1,,3,104,True,False,True,False,True,0,3,1175,3,"[{'date': '2022-04-04', 'price': 1175}]",2022-04-11 07:56:31.787000
1119,28054,Flat,Flat,id-5,3,2022-04-04,1,,,,,,,,9,1,1,2,87,False,False,False,False,False,0,4,895,3,"[{'date': '2022-04-04', 'price': 895}]",2022-04-11 07:56:04.427000
1120,28050,Flat,Flat,id-4,3,2022-04-04,2,,,,,,,,9,,1,2,93,False,False,False,False,False,0,4,1120,3,"[{'date': '2022-04-04', 'price': 1120}]",2022-04-11 07:49:27.995000
1121,28036,Flat,Flat,id-11,3,2022-04-04,3,1,1,1,,,,3,,,1,2,664,False,False,False,False,False,0,11,6500,3,"[{'date': '2022-04-04', 'price': 6500}]",2022-04-11 07:56:31.999000
1122,28008,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,2,6,,1,1,35,False,False,False,False,False,0,5,950,3,"[{'date': '2022-04-04', 'price': 950}]",2022-04-05 14:13:40.656000
1123,28006,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,3,8,,1,2,80,False,False,False,False,False,0,6,1300,3,"[{'date': '2022-04-04', 'price': 1300}]",2022-04-11 07:56:16.451000
1124,28011,Flat,Attic,id-11,3,2022-04-04,1,,1,1,,,,3,,,1,1,24,False,False,False,False,False,0,5,1500,3,"[{'date': '2022-04-04', 'price': 1500}]",2022-04-11 07:57:10.700000
1125,28010,Flat,Flat,id-11,3,2022-04-04,3,,1,1,,,,3,3,,1,2,80,False,False,False,False,False,0,5,2350,3,"[{'date': '2022-04-04', 'price': 2350}]",2022-04-11 07:56:16.555000
1126,28028,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,1,6,1,1,2,81,False,False,False,False,False,0,7,2000,3,"[{'date': '2022-04-04', 'price': 2000}]",2022-04-11 07:57:35.772000
1127,28039,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,3,6,,,2,53,False,False,False,False,False,0,4,1300,3,"[{'date': '2022-04-04', 'price': 1300}]",2022-04-11 07:56:43.819000
1128,28020,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,1,8,1,1,2,100,False,False,False,False,False,0,9,1750,3,"[{'date': '2022-04-04', 'price': 1750}]",2022-04-11 07:57:35.879000
1129,28004,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,3,6,,1,3,69,False,False,False,False,False,0,3,2200,3,"[{'date': '2022-04-04', 'price': 2200}]",2022-04-11 07:57:24.439000
1130,28004,Flat,Flat,id-11,3,2022-04-04,1,,,1,,,,3,3,,,1,81,False,False,False,False,False,0,4,1300,3,"[{'date': '2022-04-04', 'price': 1300}]",2022-04-11 07:56:04.645000
1131,28004,Flat,Loft,id-11,3,2022-04-04,1,1,1,1,,,,3,7,,1,1,34,False,False,False,False,False,0,4,950,3,"[{'date': '2022-04-04', 'price': 950}]",2022-04-11 07:57:35.721000
1132,28012,Flat,Flat,id-11,3,2022-04-04,2,1,1,1,,,,1,7,,,1,85,False,False,False,False,False,0,5,1499,3,"[{'date': '2022-04-04', 'price': 1499}]",2022-04-11 07:57:10.595000
1133,28004,Flat,Flat,id-11,3,2022-04-04,4,1,1,1,,,,1,9,,1,4,247,False,False,False,False,False,0,7,4600,3,"[{'date': '2022-04-04', 'price': 4600}]",2022-04-11 07:57:24.710000
1134,28049,Flat,Flat,id-12,3,2022-04-04,2,,1,1,,1,,,6,,1,2,139,False,False,False,False,False,0,6,1050,3,"[{'date': '2022-04-04', 'price': 1050}]",2022-04-08 17:33:30.417000
1135,28015,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,1,11,,1,1,48,False,False,False,False,False,0,3,1300,3,"[{'date': '2022-04-04', 'price': 1300}]",2022-04-11 07:56:04.698000
1136,28004,Flat,Apartment,id-36,3,2022-04-04,1,,1,1,,,,,3,,,1,45,False,False,False,False,False,0,6,1464,3,"[{'date': '2022-04-04', 'price': 1464}]",2022-04-11 08:06:35.338000
1137,28009,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,3,9,,1,2,62,False,False,False,False,False,0,4,1370,3,"[{'date': '2022-04-04', 'price': 1370}]",2022-04-11 07:57:25.851000
1138,28005,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,3,11,,1,2,106,False,False,False,False,False,0,6,1600,3,"[{'date': '2022-04-04', 'price': 1600}]",2022-04-11 07:56:31.581000
1139,28039,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,1,9,1,1,1,90,False,False,False,False,False,0,9,1750,3,"[{'date': '2022-04-04', 'price': 1750}]",2022-04-08 08:11:47.050000
1140,28006,Flat,Attic,id-11,3,2022-04-04,2,,1,,1,,,3,,,,2,110,False,False,False,False,False,0,5,2000,3,"[{'date': '2022-04-04', 'price': 2000}]",2022-04-11 07:57:26.006000
1141,28004,Flat,Attic,id-11,3,2022-04-04,2,,1,1,,,,3,,1,1,2,180,False,False,False,False,False,0,5,3300,3,"[{'date': '2022-04-04', 'price': 3300}]",2022-04-11 07:56:04.323000
1142,28006,Flat,Flat,id-11,3,2022-04-04,3,,1,1,,,,2,12,1,1,4,167,False,False,False,False,False,0,10,2800,3,"[{'date': '2022-04-04', 'price': 2800}]",2022-04-11 07:57:24.764000
1143,28015,Flat,Flat,id-11,3,2022-04-04,1,,,1,,,,3,7,,1,2,45,False,False,False,False,False,0,2,1200,3,"[{'date': '2022-04-04', 'price': 1200}]",2022-04-11 07:57:24.603000
1144,28043,Flat,Flat,id-4,3,2022-04-04,2,,1,,,,,,8,,1,2,82,False,False,False,False,False,0,4,1180,3,"[{'date': '2022-04-04', 'price': 1180}]",2022-04-11 07:57:48.661000
1145,28011,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,3,10,,1,1,25,False,False,False,False,False,0,5,1400,3,"[{'date': '2022-04-04', 'price': 1400}]",2022-04-11 07:57:36.092000
1146,28050,Flat,Flat,id-5,3,2022-04-04,1,,1,,,,,,,1,1,3,105,False,False,False,False,False,0,4,1550,3,"[{'date': '2022-04-04', 'price': 1550}]",2022-04-04 18:38:26.421000
1147,28006,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,2,9,,1,2,75,False,False,False,False,False,0,5,1700,3,"[{'date': '2022-04-04', 'price': 1700}]",2022-04-11 07:55:51.893000
1148,28010,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,3,,1,1,2,104,False,False,False,False,False,0,6,2400,3,"[{'date': '2022-04-04', 'price': 2500}, {'date': '2022-04-04', 'price': None}, {'date': '2022-04-06', 'price': 2400}]",2022-04-11 07:49:39.978000
1149,28027,Flat,Flat,id-5,3,2022-04-04,2,,1,,,,,2,6,,1,2,86,False,False,False,False,False,0,3,1500,3,"[{'date': '2022-04-04', 'price': 1500}]",2022-04-11 07:49:27.465000
1150,28002,Flat,Flat,id-11,3,2022-04-04,3,,1,1,,,,3,8,1,1,3,219,False,False,False,False,False,0,11,3500,3,"[{'date': '2022-04-04', 'price': 3500}]",2022-04-11 07:57:24.993000
1151,28010,Flat,Flat,id-11,3,2022-04-04,1,,,1,,,,3,9,,1,1,35,False,False,False,False,False,0,5,950,3,"[{'date': '2022-04-04', 'price': 1000}, {'date': '2022-04-04', 'price': 950}]",2022-04-11 07:57:24.826000
1152,28001,Flat,Duplex,id-11,3,2022-04-04,3,,1,1,,,,2,,,1,3,200,False,False,False,False,False,0,6,5000,3,"[{'date': '2022-04-04', 'price': 6000}, {'date': '2022-04-07', 'price': 5000}]",2022-04-11 07:57:09.361000
1153,28006,Flat,Flat,id-11,3,2022-04-04,5,,1,1,,,,3,9,,1,5,501,False,False,False,False,False,0,5,6500,3,"[{'date': '2022-04-04', 'price': 6500}]",2022-04-11 07:56:16.287000
1154,28006,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,3,11,1,1,3,122,False,False,False,False,False,0,7,2750,3,"[{'date': '2022-04-04', 'price': 2750}]",2022-04-11 07:56:31.258000
1155,28006,Flat,Flat,id-11,3,2022-04-04,2,1,1,1,,,,2,,,,2,96,False,False,False,False,False,0,10,2850,3,"[{'date': '2022-04-04', 'price': 2850}]",2022-04-11 07:56:31.099000
1156,28006,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,3,6,,1,4,129,False,False,False,False,False,0,7,2500,3,"[{'date': '2022-04-04', 'price': 2500}]",2022-04-11 07:56:43.926000
1157,28008,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,,10,,1,2,115,False,False,False,False,False,0,8,2600,3,"[{'date': '2022-04-04', 'price': 2600}]",2022-04-11 07:56:43.712000
1158,28013,Flat,Flat,id-11,3,2022-04-04,2,1,1,1,,,,2,7,,,2,135,False,False,False,False,False,0,3,2000,3,"[{'date': '2022-04-04', 'price': 2000}]",2022-04-11 07:56:56.043000
1159,28006,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,3,6,,1,2,55,False,False,False,False,False,0,5,1250,3,"[{'date': '2022-04-04', 'price': 1250}]",2022-04-11 07:55:27.219000
1160,28008,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,2,21,,1,1,40,False,False,False,False,False,0,5,990,3,"[{'date': '2022-04-04', 'price': 1150}, {'date': '2022-04-05', 'price': 990}]",2022-04-11 07:57:10.543000
1161,28001,Flat,Attic,id-11,3,2022-04-04,2,,1,1,,,,3,,1,1,2,130,False,False,False,False,False,0,7,2800,3,"[{'date': '2022-04-04', 'price': 2800}]",2022-04-11 07:57:10.433000
1162,28051,Flat,Flat,id-4,3,2022-04-04,2,,,,,,,,7,,1,2,81,False,False,False,False,False,0,3,910,3,"[{'date': '2022-04-04', 'price': 910}]",2022-04-11 07:57:49.191000
1163,28019,Flat,Flat,id-12,3,2022-04-04,1,,,1,,,,,9,,1,3,79,False,False,False,False,False,0,4,800,3,"[{'date': '2022-04-04', 'price': 800}]",2022-04-11 07:57:48.871000
1164,28008,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,3,9,,1,4,227,False,False,False,False,False,0,6,2950,3,"[{'date': '2022-04-04', 'price': 2950}]",2022-04-11 07:56:32.103000
1165,28054,Flat,Flat,id-4,3,2022-04-04,1,,,,,,,,9,,1,2,94,False,False,False,False,False,0,2,1165,3,"[{'date': '2022-04-04', 'price': 1165}]",2022-04-11 07:57:48.818000
1166,28006,Flat,Flat,id-11,3,2022-04-04,5,,1,1,,,,3,7,1,1,4,238,False,False,False,False,False,0,5,5500,3,"[{'date': '2022-04-04', 'price': 5500}]",2022-04-11 07:55:38.277000
1167,28012,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,3,9,,,3,90,False,False,False,False,False,0,4,1700,3,"[{'date': '2022-04-04', 'price': 1700}]",2022-04-11 07:57:24.491000
1168,28039,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,3,7,,,1,59,False,False,False,False,False,0,4,1100,3,"[{'date': '2022-04-04', 'price': 1100}]",2022-04-11 07:54:59.578000
1169,28038,Flat,Flat,id-12,3,2022-04-04,1,,,,1,,,,3,,1,2,55,False,False,False,False,False,0,4,595,3,"[{'date': '2022-04-04', 'price': 595}]",2022-04-11 07:57:58.708000
1170,28006,Flat,Attic,id-11,3,2022-04-04,4,,1,,1,,,3,,,1,4,212,False,False,False,False,False,0,6,3400,3,"[{'date': '2022-04-04', 'price': 3400}]",2022-04-11 07:56:55.866000
1171,28010,Flat,Flat,id-11,3,2022-04-04,1,1,1,1,,,,3,6,,1,1,44,False,False,False,False,False,0,6,1000,3,"[{'date': '2022-04-04', 'price': 1100}, {'date': '2022-04-08', 'price': 1000}]",2022-04-11 07:56:43.555000
1172,28032,Flat,Flat,id-4,3,2022-04-04,2,,,,,,,,8,,1,2,94,False,False,False,False,False,0,3,895,3,"[{'date': '2022-04-04', 'price': 895}]",2022-04-11 07:48:20.436000
1173,28043,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,2,7,,1,1,60,False,False,False,False,False,0,11,1100,3,"[{'date': '2022-04-04', 'price': 1100}]",2022-04-08 17:28:29.336000
1174,28001,Flat,Flat,id-11,3,2022-04-04,5,1,1,1,,,,1,9,1,1,4,289,False,False,False,False,False,0,6,6000,3,"[{'date': '2022-04-04', 'price': 6000}]",2022-04-11 07:56:16.129000
1175,28046,Flat,Flat,id-11,3,2022-04-04,2,1,1,1,,,,3,10,,1,2,80,False,False,False,False,False,0,5,1500,3,"[{'date': '2022-04-04', 'price': 1500}]",2022-04-11 07:55:27.278000
1176,28046,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,3,13,,1,2,140,False,False,False,False,False,0,5,2300,3,"[{'date': '2022-04-04', 'price': 2300}]",2022-04-07 00:56:07.710000
1177,28004,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,1,8,,1,2,100,False,False,False,False,False,0,5,2400,3,"[{'date': '2022-04-04', 'price': 2400}]",2022-04-11 07:56:43.766000
1178,28003,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,1,14,,1,2,120,False,False,False,False,False,0,8,2300,3,"[{'date': '2022-04-04', 'price': 2300}]",2022-04-07 00:54:05.125000
1179,28015,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,3,10,,1,1,50,False,False,False,False,False,0,5,1200,3,"[{'date': '2022-04-04', 'price': 1200}]",2022-04-11 07:57:25.798000
1180,28003,Flat,Attic,id-11,3,2022-04-04,1,,1,1,,,,3,,1,1,1,61,False,False,False,False,False,0,6,1550,3,"[{'date': '2022-04-04', 'price': 1550}]",2022-04-07 12:13:05.906000
1181,28021,Flat,Study,id-4,3,2022-04-04,1,,,,,,,,11,1,1,,65,False,False,False,False,False,0,4,805,3,"[{'date': '2022-04-04', 'price': 805}]",2022-04-11 07:48:20.494000
1182,28049,Flat,Flat,id-11,3,2022-04-04,2,1,1,1,,,,2,9,1,1,3,100,False,False,False,False,False,0,10,1950,3,"[{'date': '2022-04-04', 'price': 1950}]",2022-04-11 07:57:10.491000
1183,28054,Flat,Flat,id-5,3,2022-04-04,1,,,,,,,,8,,1,2,69,False,False,False,False,False,0,2,790,3,"[{'date': '2022-04-04', 'price': 790}]",2022-04-11 07:56:03.896000
1184,28003,Flat,Attic,id-11,3,2022-04-04,2,,1,1,,,,2,,1,1,2,95,False,False,False,False,False,0,8,2835,3,"[{'date': '2022-04-04', 'price': 2835}]",2022-04-11 07:55:00.913000
1185,28004,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,3,3,,1,3,158,False,False,False,False,False,0,6,2350,3,"[{'date': '2022-04-04', 'price': 2350}]",2022-04-11 07:56:04.057000
1186,28005,Flat,Flat,id-11,3,2022-04-04,1,1,1,1,,,,2,6,,1,1,64,False,False,False,False,False,0,5,1250,3,"[{'date': '2022-04-04', 'price': 1250}]",2022-04-11 07:56:31.204000
1187,28046,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,2,9,1,1,4,174,False,False,False,False,False,0,12,2450,3,"[{'date': '2022-04-04', 'price': 2450}]",2022-04-11 07:57:09.524000
1188,28033,Flat,Flat,id-11,3,2022-04-04,2,,1,1,,,,1,7,,1,2,79,False,False,False,False,False,0,7,1350,3,"[{'date': '2022-04-04', 'price': 1350}]",2022-04-11 07:56:31.735000
1189,28032,Flat,Flat,id-12,3,2022-04-04,1,,,1,,,,,8,1,1,3,66,False,False,False,False,False,0,4,690,3,"[{'date': '2022-04-04', 'price': 690}]",2022-04-05 18:48:04.700000
1190,28003,Flat,Flat,id-11,3,2022-04-04,1,,,1,,,,3,3,,1,1,40,False,False,False,False,False,0,3,1000,3,"[{'date': '2022-04-04', 'price': 1000}]",2022-04-11 07:56:31.894000
1191,28013,Flat,Flat,id-11,3,2022-04-04,3,1,1,1,,,,3,8,,1,3,223,False,False,False,False,False,0,4,2650,3,"[{'date': '2022-04-04', 'price': 2650}]",2022-04-11 07:56:30.723000
1192,28031,Flat,Flat,id-12,3,2022-04-04,1,,1,1,,,,,6,1,1,3,83,False,False,False,False,False,0,4,690,3,"[{'date': '2022-04-04', 'price': 750}, {'date': '2022-04-06', 'price': 690}]",2022-04-11 07:57:49.086000
1193,28014,Flat,Flat,id-11,3,2022-04-04,2,1,1,1,,,,2,9,,1,2,120,False,False,False,False,False,0,7,2000,3,"[{'date': '2022-04-04', 'price': 2000}]",2022-04-11 07:56:43.662000
1194,28036,Flat,Duplex,id-11,3,2022-04-04,2,,1,1,,,,2,9,,1,2,100,False,False,False,False,False,0,9,1750,3,"[{'date': '2022-04-04', 'price': 1750}]",2022-04-11 07:57:09.684000
1195,28015,Flat,Flat,id-12,3,2022-04-04,2,1,,1,,,,,9,,1,3,157,False,False,False,False,False,0,6,1600,3,"[{'date': '2022-04-04', 'price': 1600}]",2022-04-11 07:57:58.766000
1196,28001,Flat,Duplex,id-11,3,2022-04-04,5,1,1,1,,,,2,,1,1,5,440,False,False,False,False,False,0,7,15000,3,"[{'date': '2022-04-04', 'price': 15000}]",2022-04-11 07:56:43.873000
1197,28011,Flat,Flat,id-11,3,2022-04-04,1,,1,1,,,,3,9,,1,1,45,False,False,False,False,False,0,6,1400,3,"[{'date': '2022-04-04', 'price': 1400}]",2022-04-11 07:55:52.120000
1198,28043,Flat,Flat,id-4,3,2022-04-04,2,,1,,,,,,7,,1,2,85,False,False,False,False,False,0,4,1180,3,"[{'date': '2022-04-04', 'price': 1180}]",2022-04-08 08:09:43.989000
1199,28016,Flat,Flat,id-11,3,2022-04-04,2,,1,,1,,,3,7,,1,2,80,False,False,False,False,False,0,5,1300,3,"[{'date': '2022-04-04', 'price': 1300}]",2022-04-11 07:56:16.816000
1200,28006,Flat,Flat,id-11,3,2022-04-04,3,1,1,,1,,,3,6,,1,3,202,False,False,False,False,False,0,7,5300,3,"[{'date': '2022-04-04', 'price': 5300}]",2022-04-11 07:56:56.214000
1201,28054,Flat,Flat,id-5,3,2022-04-04,1,,,,,,,,11,,1,1,52,False,False,False,False,False,0,4,675,3,"[{'date': '2022-04-04', 'price': 735}, {'date': '2022-04-08', 'price': 675}]",2022-04-11 07:56:30.781000
1202,28017,Flat,Flat,id-223,3,2022-04-04,1,,1,1,,,,1,8,,1,2,101,False,False,False,False,False,0,7,1320,3,"[{'date': '2022-04-04', 'price': 1320}]",2022-04-11 08:06:45.315000
1203,28017,Flat,Flat,id-223,3,2022-04-04,1,,1,1,,,,,8,,1,2,93,False,False,False,False,False,0,7,1220,3,"[{'date': '2022-04-04', 'price': 1220}]",2022-04-11 08:06:45.369000
1204,28038,Flat,Flat,id-224,3,2022-04-04,1,,1,1,,,,3,,,,3,63,False,False,False,False,False,0,7,800,3,"[{'date': '2022-04-04', 'price': 800}]",2022-04-11 08:06:45.422000
1205,28045,Flat,Flat,id-132,3,2022-04-04,1,,,1,,,,,10,,1,3,70,False,False,False,False,False,0,12,1100,3,"[{'date': '2022-04-04', 'price': 1100}]",2022-04-11 08:06:45.488000
1206,28010,Flat,Apartment,id-132,3,2022-04-04,1,1,1,1,,,1,1,7,,1,1,67,False,False,False,False,False,0,19,1500,3,"[{'date': '2022-04-04', 'price': 1500}]",2022-04-11 07:56:55.020000
1207,28007,Flat,Flat,id-18,3,2022-04-04,1,,1,1,,1,,3,10,,1,2,67,False,False,False,False,False,0,5,1200,3,"[{'date': '2022-04-04', 'price': 1200}]",2022-04-11 08:06:45.541000
1208,28030,Flat,Flat,id-188,3,2022-04-04,1,,1,1,,,,,,,1,3,65,False,False,False,False,False,0,1,800,3,"[{'date': '2022-04-04', 'price': 800}]",2022-04-06 10:08:39.880000
1209,28002,Flat,Flat,id-225,1,2022-04-03,1,,1,1,,,,1,,,,2,75,False,False,False,False,False,0,4,1450,3,"[{'date': '2022-04-04', 'price': 1400}, {'date': '2022-04-04', 'price': 1450}]",2022-04-11 08:06:45.596000
1210,28001,Flat,Flat,id-226,3,2022-04-03,3,1,1,1,,,,3,9,,1,5,220,False,False,False,False,False,0,9,3400,3,"[{'date': '2022-04-04', 'price': 3400}]",2022-04-11 08:06:45.809000
